id,qs_rank,country_territory,region,name,description,country,city,latitude,longitude,website,image_url,institution_profile,teaching_languages,cost_city,costs_country
30,388,Wielka Brytania,Europa,"Birkbeck, University of London","Birkbeck, University of London to brytyjski uniwersytet badawczy o szerokim profilu akademickim. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Wielka Brytania,London Borough of Camden,51.521876306,-0.130325330,https://bbk.ac.uk,http://commons.wikimedia.org/wiki/Special:FilePath/Birkbeck%20College%2C%20University%20of%20London.jpg,ogólny,angielski,London,United Kingdom
42,385,Wielka Brytania,Europa,Brunel University of London,"Brunel University of London to brytyjski uniwersytet badawczy o szerokim profilu akademickim. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Wielka Brytania,London Borough of Hillingdon,51.532777777,-0.472777777,https://www.brunel.ac.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Wilfred%20Brown%20Building%20at%20Brunel%20University%20-%20geograph.org.uk%20-%201518813.jpg,ogólny,angielski,London,United Kingdom
108,165,Szwecja,Europa,Chalmers University of Technology,"Chalmers University of Technology to szwedzka uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Szwecja,Gothenburg Municipality,57.688333333,11.976666666,http://www.chalmers.se/,http://commons.wikimedia.org/wiki/Special:FilePath/Chalmers%20entrance.jpg,techniczny,angielski,Gothenburg,Sweden
311,1201-1400,Ukraina,Europa,Charkowski Narodowy Uniwersytet Radioelektroniki,"Charkowski Narodowy Uniwersytet Radioelektroniki to ukraiński uniwersytet publiczny o szerokiej ofercie kształcenia i zapleczu badawczym z siedzibą w Kharkiv. Uczelnia rozwija kierunki humanistyczne, społeczne, przyrodnicze i techniczne, a jej znaczenie często wykracza poza region, w którym działa.",Ukraina,Kharkiv,50.015000000,36.227777780,https://nure.ua/,http://commons.wikimedia.org/wiki/Special:FilePath/KharkovRadioInstituteWinter.jpg,ogólny,"angielski, język lokalny",Kharkiv,Ukraine
89,618,Niemcy,Europa,Christian-Albrechts-Universität zu Kiel,"Christian-Albrechts-Universität zu Kiel to niemiecki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Schleswig-Holstein. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Niemcy,Schleswig-Holstein,54.338888888,10.122500000,https://www.uni-kiel.de/de/,http://commons.wikimedia.org/wiki/Special:FilePath/Olshausenstrasse%20Kiel%20Zugang%20Uni.jpg,ogólny,"niemiecki, angielski",Kiel,Germany
23,310,Wielka Brytania,Europa,"City St George’s, University of London","City St George’s, University of London to brytyjski uniwersytet badawczy o szerokim profilu akademickim. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Wielka Brytania,London,51.527800000,-0.102300000,https://citystgeorges.ac.uk,,ogólny,angielski,London,United Kingdom
136,416,Czechy,Europa,Czeski Uniwersytet Techniczny w Pradze,"Czeski Uniwersytet Techniczny w Pradze to czeska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Prague. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Czechy,Prague,50.102166666,14.388472222,https://cvut.cz,http://commons.wikimedia.org/wiki/Special:FilePath/CVUT%20Karlovo%20namesti.jpg,techniczny,"czeski, angielski",dane krajowe (Eurostat 2020),Czech Republic
130,731-740,Rosja,Europa,Dalekowschodni Uniwersytet Federalny,"Dalekowschodni Uniwersytet Federalny to rosyjski uniwersytet publiczny o szerokiej ofercie kształcenia i zapleczu badawczym z siedzibą w Primorsky Krai. Uczelnia rozwija kierunki humanistyczne, społeczne, przyrodnicze i techniczne, a jej znaczenie często wykracza poza region, w którym działa.",Rosja,Primorsky Krai,43.029166666,131.891944444,https://www.dvfu.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/Far%20Eastern%20Federal%20University%202.JPG,ogólny,"angielski, język lokalny",Vladivostok,Russia
374,410,Irlandia,Europa,Dublin City University,"Dublin City University to irlandzki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Dublin. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Irlandia,Dublin,53.384952777,-6.256541666,https://www.dcu.ie/,http://commons.wikimedia.org/wiki/Special:FilePath/Central%20Mall%20DCU.JPG,ogólny,angielski,Dublin,Ireland
114,107,Dania,Europa,Duński Uniwersytet Techniczny,"Duński Uniwersytet Techniczny to duńska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Dania,Copenhagen,55.786154962,12.523358653,http://www.dtu.dk,http://commons.wikimedia.org/wiki/Special:FilePath/DTU%2003-05-06%2003.jpg,techniczny,angielski,Copenhagen,Denmark
377,22,Szwajcaria,Europa,EPFL,"EPFL to jedna z dwóch federalnych politechnik Szwajcarii, znana z badań w inżynierii, informatyce, naukach przyrodniczych i architekturze. Kampus w Lozannie tworzy silne środowisko dla projektów laboratoryjnych, startupów i współpracy technologicznej.",Szwajcaria,Lausanne,46.520277777,6.565555555,https://www.epfl.ch/,,techniczny,"niemiecki, francuski, włoski, angielski",Lausanne,Switzerland
412,7,Szwajcaria,Europa,ETH Zurich,"ETH Zurich to szwajcarska uczelnia techniczna specjalizująca się w naukach ścisłych, inżynierii, architekturze i technologiach cyfrowych. Jest rozpoznawalna dzięki bardzo silnym badaniom podstawowym i zastosowaniowym oraz międzynarodowemu środowisku naukowemu.",Szwajcaria,Zurich,47.376450000,8.547850000,https://www.ethz.ch/,http://commons.wikimedia.org/wiki/Special:FilePath/ETH%20Zurich%20from%20Polyterrace.jpg,techniczny,"niemiecki, francuski, włoski, angielski",Zurich,Switzerland
317,1001-1200,Rosja,Europa,Financial University under the Government of the Rosja,"Financial University under the Government of the Rosja to rosyjski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Moscow. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Rosja,Moscow,55.800651000,37.529340000,https://www.fa.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/Finuniver%20mainbuilding.jpg,ogólny,"angielski, język lokalny",Moscow,Russia
18,711-720,Wielka Brytania,Europa,"Goldsmiths, University of London","Goldsmiths, University of London to brytyjska uczelnia znana z kierunków kreatywnych, humanistycznych, społecznych i projektowych. Jej programy często łączą praktykę artystyczną z badaniami nad kulturą, mediami, społeczeństwem i nowymi formami komunikacji.",Wielka Brytania,London Borough of Lewisham,51.474269444,-0.035411111,https://gold.ac.uk,http://commons.wikimedia.org/wiki/Special:FilePath/Goldsmiths%20Main%20Building.jpg,ogólny,angielski,London,United Kingdom
217,1401+,Wielka Brytania,Europa,Harper Adams University,"Harper Adams University to brytyjska uczelnia o profilu związanym z naukami o życiu, rolnictwem, środowiskiem i technologiami żywności z siedzibą w Newport. Uczelnia jest dobrym wyborem dla kandydatów zainteresowanych zrównoważonym rozwojem, gospodarką zasobami naturalnymi i praktycznymi badaniami terenowymi.",Wielka Brytania,Newport,52.779700000,-2.427520000,http://www.harper-adams.ac.uk,,ogólny,angielski,Newport,United Kingdom
323,440,Rosja,Europa,Higher School of Economics,"Higher School of Economics to rosyjska uczelnia lub szkoła wyższa o silnym profilu ekonomicznym, menedżerskim i społecznym z siedzibą w Moscow. Wyróżnia się programami związanymi z biznesem, finansami, analizą danych, administracją lub polityką publiczną, często prowadzonymi w środowisku międzynarodowym.",Rosja,Moscow,55.761150000,37.635210000,http://www.hse.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/HSE%20new%20building%20%282015-01-22%29%2001.jpg,biznesowy,"angielski, język lokalny",Moscow,Russia
289,438,Hiszpania,Europa,IE University,"IE University to hiszpańska uczelnia lub szkoła wyższa o silnym profilu ekonomicznym, menedżerskim i społecznym z siedzibą w Madrid. Wyróżnia się programami związanymi z biznesem, finansami, analizą danych, administracją lub polityką publiczną, często prowadzonymi w środowisku międzynarodowym.",Hiszpania,Madrid,40.478171016,-3.687769153,https://www.ie.edu/es/universidad/,http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Santa%20Cruz%20la%20Real%20%28Segovia%29%20Portada.jpg,ogólny,"hiszpański, angielski",Madrid,Spain
33,2,Wielka Brytania,Europa,Imperial College London,"Imperial College London to jedna z czołowych uczelni STEMB, skupiona na nauce, technologii, inżynierii, medycynie i biznesie. Jej londyńskie kampusy są silnie związane z badaniami nad zdrowiem, klimatem, energią i innowacjami.",Wielka Brytania,Royal Borough of Kensington and Chelsea,51.498308000,-0.176882000,https://www.imperial.ac.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Imperial%20College%20London%20down%20Exhibition%20Road.jpg,ogólny,angielski,London,United Kingdom
346,406,Francja,Europa,Institut National des Sciences Appliquées de Lyon,"Institut National des Sciences Appliquées de Lyon to francuski uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Francja,Lyon,45.781388890,4.872222220,https://www.insa-lyon.fr,http://commons.wikimedia.org/wiki/Special:FilePath/Biblioth%C3%A8que%20Marie%20Curie%20%28INSA%20Lyon%29%2C%20rayonnage%20%281%29.jpg,ogólny,"francuski, angielski",Lyon,France
205,41,Francja,Europa,Institut Polytechnique de Paris,"Institut Polytechnique de Paris to francuski uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Palaiseau. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Francja,Palaiseau,48.710709000,2.219011000,https://www.ip-paris.fr/,http://commons.wikimedia.org/wiki/Special:FilePath/Campus%20Ecole%20polytechnique%20de%20palaiseau.jpg,ogólny,"francuski, angielski",Paris,France
431,711-720,Portugalia,Europa,ISCTE - Instituto Universitario de Lisboa,"ISCTE - Instituto Universitario de Lisboa to portugalska uczelnia lub szkoła wyższa o silnym profilu ekonomicznym, menedżerskim i społecznym z siedzibą w Lisbon. Wyróżnia się programami związanymi z biznesem, finansami, analizą danych, administracją lub polityką publiczną, często prowadzonymi w środowisku międzynarodowym.",Portugalia,Lisbon,38.748888888,-9.153888888,http://iscte-iul.pt/,,ogólny,"portugalski, angielski",Lisbon,Portugal
420,496,Niemcy,Europa,Justus-Liebig-Universität Gießen,"Justus-Liebig-Universität Gießen to niemiecki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Giessen. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Niemcy,Giessen,50.580833333,8.676388888,https://www.uni-giessen.de/,http://commons.wikimedia.org/wiki/Special:FilePath/2004-JLU%20Gie%C3%9Fen%20Sicherlich.jpg,ogólny,"niemiecki, angielski",Frankfurt,Germany
9,98,Niemcy,Europa,Karlsruhe Institute of Technology,"Karlsruhe Institute of Technology to niemiecka uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Karlsruhe. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Niemcy,Karlsruhe,49.099600000,8.407000000,https://www.kit.edu/,http://commons.wikimedia.org/wiki/Special:FilePath/Karlsruhe%20Uni%20Hauptgebaeude.jpg,techniczny,"niemiecki, angielski",Karlsruhe,Germany
203,265,Hiszpania,Europa,Universitat Pompeu Fabra,"Universitat Pompeu Fabra to hiszpański uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Barcelona. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Hiszpania,Barcelona,41.379166666,2.179508333,https://www.upf.edu,http://commons.wikimedia.org/wiki/Special:FilePath/Pla%C3%A7a%20de%20la%20Merc%C3%A8%20-%20Rectorat%20de%20la%20Universitat%20Pompeu%20Fabra.JPG,ogólny,"hiszpański, angielski",Barcelona,Spain
339,191,Belgia,Europa,Katolicki Uniwersytet Lowański,"Katolicki Uniwersytet Lowański to belgijski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Ottignies-Louvain-la-Neuve. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Belgia,Ottignies-Louvain-la-Neuve,50.669687000,4.615591000,https://uclouvain.be/,http://commons.wikimedia.org/wiki/Special:FilePath/Belgique%20-%20Brabant%20wallon%20-%20Halles%20universitaires%20de%20Louvain-la-Neuve%20-%2001.jpg,ogólny,"francuski, angielski",Leuven,Belgium
437,409,Włochy,Europa,Katolicki Uniwersytet Najświętszego Serca,"Katolicki Uniwersytet Najświętszego Serca to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Milan. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Włochy,Milan,45.463100000,9.176911111,http://www.unicatt.it/ucsc.asp,http://commons.wikimedia.org/wiki/Special:FilePath/HDR%20-%20Chiostro%20Universit%C3%A0%20Cattolica.jpg,ogólny,"włoski, angielski",Milan,Italy
435,781-790,Portugalia,Europa,Katolicki Uniwersytet Portugalski,"Katolicki Uniwersytet Portugalski to portugalski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Lisbon. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Portugalia,Lisbon,38.749074000,-9.165963000,https://www.ucp.pt,http://commons.wikimedia.org/wiki/Special:FilePath/UCP%20Lisboa%20%28Sede%29.jpg,ogólny,"portugalski, angielski",Lisbon,Portugal
350,1401+,Rosja,Europa,Kazański Narodowy Badawczy Uniwersytet Technologiczny,"Kazański Narodowy Badawczy Uniwersytet Technologiczny to rosyjska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Kazan. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Rosja,Kazan,55.785900000,49.145100000,http://www.kstu.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/Kazan-khti-main.jpg,ogólny,"angielski, język lokalny",Kazan,Russia
349,450,Rosja,Europa,Kazański Uniwersytet Federalny,"Kazański Uniwersytet Federalny to rosyjski uniwersytet publiczny o szerokiej ofercie kształcenia i zapleczu badawczym z siedzibą w Kazan. Uczelnia rozwija kierunki humanistyczne, społeczne, przyrodnicze i techniczne, a jej znaczenie często wykracza poza region, w którym działa.",Rosja,Kazan,55.790750000,49.121911111,https://kpfu.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/Kazan%20State%20University%20from%20the%202%20Korpus.jpg,ogólny,"angielski, język lokalny",Kazan,Russia
308,721-730,Ukraina,Europa,Kijowski Uniwersytet Narodowy im. Tarasa Szewczenki,"Kijowski Uniwersytet Narodowy im. Tarasa Szewczenki to ukraiński uniwersytet publiczny o szerokiej ofercie kształcenia i zapleczu badawczym z siedzibą w Kyiv. Uczelnia rozwija kierunki humanistyczne, społeczne, przyrodnicze i techniczne, a jej znaczenie często wykracza poza region, w którym działa.",Ukraina,Kyiv,50.441903000,30.511314000,https://knu.ua/,http://commons.wikimedia.org/wiki/Special:FilePath/Universidad%20Roja%20de%20Kiev.jpg,ogólny,"ukraiński, angielski",Kyiv,Ukraine
26,31,Wielka Brytania,Europa,King’s College London,"King’s College London to uniwersytet badawczy o mocnej pozycji w medycynie, naukach o zdrowiu, prawie, humanistyce i naukach społecznych. Dzięki położeniu w centrum Londynu uczelnia ma bliskie powiązania z instytucjami publicznymi, szpitalami i sektorem międzynarodowym.",Wielka Brytania,London Borough of Lambeth,51.511944444,-0.116111111,https://kcl.ac.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Strand102.jpg,ogólny,angielski,London,United Kingdom
36,660,Wielka Brytania,Europa,Kingston University London,"Kingston University London to brytyjski uniwersytet badawczy o szerokim profilu akademickim. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Wielka Brytania,Royal Borough of Kingston upon Thames,51.403500000,-0.303900000,https://www.kingston.ac.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Knights%20Park%20Campus.jpg,ogólny,angielski,London,United Kingdom
173,78,Szwecja,Europa,KTH Royal Institute of Technology,"KTH Royal Institute of Technology to największa uczelnia techniczna w Szwecji, silna w inżynierii, architekturze, informatyce i technologiach zrównoważonych. Jej położenie w Sztokholmie sprzyja współpracy z firmami technologicznymi i sektorem innowacji.",Szwecja,Stockholm,59.347222222,18.072777777,https://www.kth.se,http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20institute%20of%20technology%20Sweden%2020050616.jpg,techniczny,"szwedzki, angielski",Stockholm,Sweden
444,433,Niemcy,Europa,Leibniz Universität Hannover,"Leibniz Universität Hannover to niemiecki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Hanover. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Niemcy,Hanover,52.382222222,9.717777777,https://www.uni-hannover.de/,http://commons.wikimedia.org/wiki/Special:FilePath/Hannover%20Welfenschloss%20%28um%201895%29.jpg,ogólny,"niemiecki, angielski",Hannover,Germany
101,643,Włochy,Europa,Libera Universita' di Bolzano,"Libera Universita' di Bolzano to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Bolzano. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Włochy,Bolzano,46.497925000,11.349438888,https://www.unibz.it,http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Bozen%201%20%2896%29.jpg,ogólny,"włoski, angielski",Trento,Italy
27,56,Wielka Brytania,Europa,London School of Economics and Political Science,"London School of Economics and Political Science to wyspecjalizowana uczelnia skoncentrowana na ekonomii, polityce, prawie, socjologii i stosunkach międzynarodowych. Jej profil jest szczególnie atrakcyjny dla osób zainteresowanych analizą społeczną, finansami, administracją publiczną i global governance.",Wielka Brytania,London,51.513888888,-0.116666666,https://lse.ac.uk,http://commons.wikimedia.org/wiki/Special:FilePath/LondonSchoolofEconomics%20cford.jpg,biznesowy,angielski,London,United Kingdom
280,397,Finlandia,Europa,LUT University,"LUT University to fińska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Lahti. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Finlandia,Lahti,61.064560000,28.090240000,https://www.lut.fi/,http://commons.wikimedia.org/wiki/Special:FilePath/Lappeenranta%20University%20of%20Technology%20in%202011.jpg,techniczny,"fiński, szwedzki, angielski",dane krajowe (Eurostat 2020),Finland
260,1201-1400,Ukraina,Europa,Lwowski Uniwersytet Narodowy im. Iwana Franki,"Lwowski Uniwersytet Narodowy im. Iwana Franki to ukraiński uniwersytet publiczny o szerokiej ofercie kształcenia i zapleczu badawczym z siedzibą w Lviv. Uczelnia rozwija kierunki humanistyczne, społeczne, przyrodnicze i techniczne, a jej znaczenie często wykracza poza region, w którym działa.",Ukraina,Lviv,49.840488000,24.022464000,https://lnu.edu.ua/,http://commons.wikimedia.org/wiki/Special:FilePath/University%20Lviv%202009%201.JPG,ogólny,"angielski, język lokalny",Lviv,Ukraine
255,1201-1400,Łotwa,Europa,Łotewski Uniwersytet Nauk Przyrodniczych i Technologii,"Łotewski Uniwersytet Nauk Przyrodniczych i Technologii to łotewska uczelnia o profilu związanym z naukami o życiu, rolnictwem, środowiskiem i technologiami żywności z siedzibą w Riga. Uczelnia jest dobrym wyborem dla kandydatów zainteresowanych zrównoważonym rozwojem, gospodarką zasobami naturalnymi i praktycznymi badaniami terenowymi.",Łotwa,Riga,56.666944440,23.760277780,http://www.llu.lv,http://commons.wikimedia.org/wiki/Special:FilePath/Biron%20Rezidenz.jpg,agricultural,"łotewski, angielski",Riga,Latvia
314,650,Rosja,Europa,MGIMO University,"MGIMO University to rosyjski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Moscow. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Rosja,Moscow,55.671650000,37.490210000,http://www.mgimo.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/MGIMO-University-main%20building.jpg,ogólny,"angielski, język lokalny",Moscow,Russia
316,477,Rosja,Europa,Moskiewski Instytut Fizyki i Technologii,"Moskiewski Instytut Fizyki i Technologii to rosyjska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Moscow. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Rosja,Moscow,55.929444444,37.521388888,https://mipt.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/Mipt%20phystech.jpg,techniczny,"angielski, język lokalny",Moscow,Russia
